duplicate_group_id,duplicate_class,n_rows,n_canonical_rows,group_representative_id,representative_is_canonical_member,n_identity_hashes,n_publications,n_entry_authors,n_log_D_finite,log_D_min,log_D_max,n_model_tier,log_D_spread,metal_states,duplicate_class_reason
DG000213,E_VALUE_CONFLICT,2,2,SAE:9327,True,1,1,1,2,0.246565,0.253571,2,0.00700654,Dy(III),2 distinct log D values under identical conditions (spread 0.007007 log units)
DG000330,E_VALUE_CONFLICT,2,2,SAE:9271,True,1,1,1,2,1.9426,1.94349,2,0.000891254,Dy(III),2 distinct log D values under identical conditions (spread 0.0008913 log units)
DG000363,E_VALUE_CONFLICT,2,2,SAE:12565,True,1,1,1,2,-0.190955,-0.187087,2,0.00386813,Am(III),2 distinct log D values under identical conditions (spread 0.003868 log units)
DG000379,E_VALUE_CONFLICT,2,2,SAE:3227,True,1,1,1,2,1.52743,1.55509,2,0.0276681,,2 distinct log D values under identical conditions (spread 0.02767 log units)
DG000392,E_VALUE_CONFLICT,2,2,SAE:12583,True,1,1,1,2,1.40034,1.42635,2,0.0260136,Am(III),2 distinct log D values under identical conditions (spread 0.02601 log units)
DG000474,E_VALUE_CONFLICT,2,2,SAE:14705,True,1,1,1,2,-1.74473,-1.72125,2,0.0234811,Eu(III),2 distinct log D values under identical conditions (spread 0.02348 log units)
DG000557,E_VALUE_CONFLICT,2,2,SAE:11496,True,1,1,1,2,1.73387,1.7644,2,0.0305269,Eu(III),2 distinct log D values under identical conditions (spread 0.03053 log units)
DG000602,E_VALUE_CONFLICT,2,2,SAE:6690,True,1,1,1,2,-1.09667,-0.821455,2,0.275211,Pu(VI),2 distinct log D values under identical conditions (spread 0.2752 log units)
DG000685,E_VALUE_CONFLICT,2,2,SAE:12763,True,1,1,1,2,-0.603659,-0.573171,2,0.0304878,Th(IV),2 distinct log D values under identical conditions (spread 0.03049 log units)
DG000709,E_VALUE_CONFLICT,2,2,SAE:3319,True,1,1,1,2,-0.30103,0.423246,2,0.724276,,2 distinct log D values under identical conditions (spread 0.7243 log units)
DG000731,E_VALUE_CONFLICT,2,2,SAE:10755,True,1,1,1,2,2.60126,2.60255,2,0.00128614,Dy(III),2 distinct log D values under identical conditions (spread 0.001286 log units)
DG000789,E_VALUE_CONFLICT,2,2,SAE:6752,True,1,1,1,2,-0.366516,-0.364679,2,0.00183721,U(VI),2 distinct log D values under identical conditions (spread 0.001837 log units)
DG000881,E_VALUE_CONFLICT,2,2,SAE:10751,True,1,1,1,2,2.0037,2.00423,2,0.000530598,Gd(III),2 distinct log D values under identical conditions (spread 0.0005306 log units)
DG000962,E_VALUE_CONFLICT,2,2,SAE:9329,True,1,1,1,2,1.05725,1.06071,2,0.00346238,Dy(III),2 distinct log D values under identical conditions (spread 0.003462 log units)
DG000983,E_VALUE_CONFLICT,2,2,SAE:12579,True,1,1,1,2,-0.0443886,0.113943,2,0.158332,Nd(III),2 distinct log D values under identical conditions (spread 0.1583 log units)
DG001086,E_VALUE_CONFLICT,2,2,SAE:14742,True,1,1,1,2,0.877199,1.57858,2,0.701383,Am(III),2 distinct log D values under identical conditions (spread 0.7014 log units)
DG001102,E_VALUE_CONFLICT,2,2,SAE:16219,True,1,1,1,2,0.0413927,2,2,1.95861,Ho(III),2 distinct log D values under identical conditions (spread 1.959 log units)
DG001142,E_VALUE_CONFLICT,2,2,SAE:13994,True,1,1,1,2,0.641105,0.641759,2,0.000653827,Pr(III),2 distinct log D values under identical conditions (spread 0.0006538 log units)
DG001215,E_VALUE_CONFLICT,2,2,SAE:14798,True,1,1,1,2,-0.244125,-0.148742,2,0.0953835,Am(III),2 distinct log D values under identical conditions (spread 0.09538 log units)
DG001234,E_VALUE_CONFLICT,2,2,SAE:9273,True,1,1,1,2,0.705809,1.68931,2,0.983504,Er(III),2 distinct log D values under identical conditions (spread 0.9835 log units)
DG001309,E_VALUE_CONFLICT,2,2,SAE:12577,True,1,1,1,2,-0.676717,-0.251812,2,0.424905,Ce(III),2 distinct log D values under identical conditions (spread 0.4249 log units)
DG001365,E_VALUE_CONFLICT,2,2,SAE:4653,True,1,1,1,2,2.02508,2.13988,2,0.114795,,2 distinct log D values under identical conditions (spread 0.1148 log units)
DG001402,E_VALUE_CONFLICT,2,2,SAE:4024,True,1,1,1,2,-0.1673,0.106735,2,0.274034,Sr(III),2 distinct log D values under identical conditions (spread 0.274 log units)
DG001461,E_VALUE_CONFLICT,2,2,SAE:9352,True,1,1,1,2,0.223922,1.07857,2,0.85465,Dy(III),2 distinct log D values under identical conditions (spread 0.8546 log units)
DG001476,E_VALUE_CONFLICT,2,2,SAE:9554,True,1,1,1,2,2.14327,2.31916,2,0.175891,Eu(III),2 distinct log D values under identical conditions (spread 0.1759 log units)
DG001524,E_VALUE_CONFLICT,2,2,SAE:9331,True,1,1,1,2,1.9458,1.94643,2,0.000627045,Dy(III),2 distinct log D values under identical conditions (spread 0.000627 log units)
DG001548,E_VALUE_CONFLICT,2,2,SAE:16207,True,1,1,1,2,-0.102373,1.77815,2,1.88052,Eu(III),2 distinct log D values under identical conditions (spread 1.881 log units)
DG001680,E_VALUE_CONFLICT,2,2,SAE:7129,True,1,1,1,2,0.872352,0.879669,2,0.0073172,U(VI),2 distinct log D values under identical conditions (spread 0.007317 log units)
DG001733,E_VALUE_CONFLICT,2,2,SAE:13520,True,1,1,1,2,1.14765,1.15152,2,0.00386414,La(III),2 distinct log D values under identical conditions (spread 0.003864 log units)
DG001806,E_VALUE_CONFLICT,2,2,SAE:10750,True,1,1,1,2,2.51635,2.51758,2,0.00122899,Gd(III),2 distinct log D values under identical conditions (spread 0.001229 log units)
DG001922,E_VALUE_CONFLICT,2,2,SAE:13547,True,1,1,1,2,1.18644,1.1906,2,0.00416335,Lu(III),2 distinct log D values under identical conditions (spread 0.004163 log units)
DG001923,E_VALUE_CONFLICT,2,2,SAE:14812,True,1,1,1,2,-0.60206,-0.585027,2,0.0170333,Am(III),2 distinct log D values under identical conditions (spread 0.01703 log units)
DG001932,E_VALUE_CONFLICT,2,2,SAE:13529,True,1,1,1,2,0.224161,0.227273,2,0.00311165,Ho(III),2 distinct log D values under identical conditions (spread 0.003112 log units)
DG001940,E_VALUE_CONFLICT,2,2,SAE:12576,True,1,1,1,2,-1.17923,-0.408935,2,0.770294,La(III),2 distinct log D values under identical conditions (spread 0.7703 log units)
DG001976,E_VALUE_CONFLICT,2,2,SAE:2831,True,1,1,1,2,-2.04576,-1.85387,2,0.191886,,2 distinct log D values under identical conditions (spread 0.1919 log units)
DG001980,E_VALUE_CONFLICT,2,2,SAE:12788,True,1,1,1,2,2.06874,2.24834,2,0.179601,Th(IV),2 distinct log D values under identical conditions (spread 0.1796 log units)
DG002009,E_VALUE_CONFLICT,2,2,SAE:9924,True,1,1,1,2,-0.300683,-0.297979,2,0.00270396,La(III),2 distinct log D values under identical conditions (spread 0.002704 log units)
DG002014,E_VALUE_CONFLICT,2,2,SAE:4646,True,1,1,1,2,2.06175,2.27248,2,0.210725,,2 distinct log D values under identical conditions (spread 0.2107 log units)
DG002030,E_VALUE_CONFLICT,2,2,SAE:12790,True,1,1,1,2,-2.5102,-2.46429,2,0.0459184,U(VI),2 distinct log D values under identical conditions (spread 0.04592 log units)
DG002089,E_VALUE_CONFLICT,2,2,SAE:10766,True,1,1,1,2,2.18968,2.21209,2,0.0224085,Er(III),2 distinct log D values under identical conditions (spread 0.02241 log units)
DG002228,E_VALUE_CONFLICT,2,2,SAE:13535,True,1,1,1,2,1.36518,1.37315,2,0.00797717,Ce(III),2 distinct log D values under identical conditions (spread 0.007977 log units)
DG002279,E_VALUE_CONFLICT,2,2,SAE:12587,True,1,1,1,2,0.818258,0.952308,2,0.13405,Pr(III),2 distinct log D values under identical conditions (spread 0.1341 log units)
DG002290,E_VALUE_CONFLICT,2,2,SAE:9270,True,1,1,1,2,1.6365,1.65091,2,0.0144063,Dy(III),2 distinct log D values under identical conditions (spread 0.01441 log units)
DG002421,E_VALUE_CONFLICT,2,2,SAE:12852,True,1,1,1,2,2.16981,2.19312,2,0.0233133,Cf(III),2 distinct log D values under identical conditions (spread 0.02331 log units)
DG002437,E_VALUE_CONFLICT,2,2,SAE:3030,True,1,1,1,2,0.702371,1.14694,2,0.444571,U(VI),2 distinct log D values under identical conditions (spread 0.4446 log units)
DG002449,E_VALUE_CONFLICT,2,2,SAE:16223,True,1,1,1,2,-0.0457575,1.8451,2,1.89086,Yb(III),2 distinct log D values under identical conditions (spread 1.891 log units)
DG002460,E_VALUE_CONFLICT,2,2,SAE:12574,True,1,1,1,2,0.25042,0.252931,2,0.00251132,Am(III),2 distinct log D values under identical conditions (spread 0.002511 log units)
DG002502,E_VALUE_CONFLICT,2,2,SAE:12812,True,1,1,1,2,-2.71684,-2.41837,2,0.298469,Cm(III),2 distinct log D values under identical conditions (spread 0.2985 log units)
DG002613,E_VALUE_CONFLICT,2,2,SAE:14774,True,1,1,1,2,1.66878,2.09924,2,0.430465,Am(III),2 distinct log D values under identical conditions (spread 0.4305 log units)
DG002696,E_VALUE_CONFLICT,2,2,SAE:12573,True,1,1,1,2,0.311558,0.352183,2,0.0406247,Gd(III),2 distinct log D values under identical conditions (spread 0.04062 log units)
DG002795,E_VALUE_CONFLICT,2,2,SAE:14740,True,1,1,1,2,0.638589,0.81644,2,0.177851,Am(III),2 distinct log D values under identical conditions (spread 0.1779 log units)
DG002814,E_VALUE_CONFLICT,2,2,SAE:7239,True,1,1,1,2,1.01203,1.01468,2,0.00264628,U(VI),2 distinct log D values under identical conditions (spread 0.002646 log units)
DG002898,E_VALUE_CONFLICT,2,2,SAE:16209,True,1,1,1,2,-0.09691,1.69897,2,1.79588,Sm(III),2 distinct log D values under identical conditions (spread 1.796 log units)
DG002940,E_VALUE_CONFLICT,2,2,SAE:12586,True,1,1,1,2,0.466499,0.603144,2,0.136645,Ce(III),2 distinct log D values under identical conditions (spread 0.1366 log units)
DG002959,E_VALUE_CONFLICT,2,2,SAE:3021,True,1,1,1,2,0.302906,0.34802,2,0.0451142,U(VI),2 distinct log D values under identical conditions (spread 0.04511 log units)
DG003024,E_VALUE_CONFLICT,2,2,SAE:11506,True,1,1,1,2,0.653213,0.778151,2,0.124939,Am(III),2 distinct log D values under identical conditions (spread 0.1249 log units)
DG003147,E_VALUE_CONFLICT,2,2,SAE:13523,True,1,1,1,2,1.15152,1.15302,2,0.00150498,Nd(III),2 distinct log D values under identical conditions (spread 0.001505 log units)
DG003160,E_VALUE_CONFLICT,2,2,SAE:13542,True,1,1,1,2,0.976888,0.981208,2,0.00432053,Dy(III),2 distinct log D values under identical conditions (spread 0.004321 log units)
DG003209,E_VALUE_CONFLICT,2,2,SAE:14758,True,1,1,1,2,1.37974,1.4741,2,0.0943592,Am(III),2 distinct log D values under identical conditions (spread 0.09436 log units)
DG003220,E_VALUE_CONFLICT,2,2,SAE:9662,True,1,1,1,2,-1.43141,-1.42734,2,0.00407299,Am(III),2 distinct log D values under identical conditions (spread 0.004073 log units)
DG003428,E_VALUE_CONFLICT,2,2,SAE:11492,True,1,1,1,2,0.71371,0.782723,2,0.0690128,Am(III),2 distinct log D values under identical conditions (spread 0.06901 log units)
DG003475,E_VALUE_CONFLICT,2,2,SAE:3345,True,1,1,1,2,2.67778,2.7973,2,0.119515,,2 distinct log D values under identical conditions (spread 0.1195 log units)
DG003573,E_VALUE_CONFLICT,2,2,SAE:7133,True,1,1,1,2,0.491362,0.587227,2,0.0958651,Np(IV),2 distinct log D values under identical conditions (spread 0.09587 log units)
DG003607,E_VALUE_CONFLICT,2,2,SAE:6689,True,1,1,1,2,-1.52333,-1.22056,2,0.302778,Pu(VI),2 distinct log D values under identical conditions (spread 0.3028 log units)
DG003611,E_VALUE_CONFLICT,2,2,SAE:10761,True,1,1,1,2,2.12903,2.19109,2,0.0620554,Ho(III),2 distinct log D values under identical conditions (spread 0.06206 log units)
DG003620,E_VALUE_CONFLICT,2,2,SAE:9612,True,1,1,1,2,1.43702,1.52646,2,0.089441,Eu(III),2 distinct log D values under identical conditions (spread 0.08944 log units)
DG003635,E_VALUE_CONFLICT,2,2,SAE:9661,True,1,1,1,2,-2.18084,-1.92424,2,0.256598,Am(III),2 distinct log D values under identical conditions (spread 0.2566 log units)
DG003657,E_VALUE_CONFLICT,2,2,SAE:13530,True,1,1,1,2,0.159091,0.159732,2,0.000640635,Er(III),2 distinct log D values under identical conditions (spread 0.0006406 log units)
DG003698,E_VALUE_CONFLICT,2,2,SAE:12571,True,1,1,1,2,0.123116,0.198657,2,0.0755415,Sm(III),2 distinct log D values under identical conditions (spread 0.07554 log units)
DG003702,E_VALUE_CONFLICT,2,2,SAE:2187,True,1,1,1,2,2.52743,2.52813,2,0.000699397,,2 distinct log D values under identical conditions (spread 0.0006994 log units)
DG003704,E_VALUE_CONFLICT,2,2,SAE:13546,True,1,1,1,2,1.17411,1.18523,2,0.0111209,Yb(III),2 distinct log D values under identical conditions (spread 0.01112 log units)
DG003725,E_VALUE_CONFLICT,2,2,SAE:2579,True,1,1,1,2,0.445604,0.467275,2,0.0216713,Eu(III),2 distinct log D values under identical conditions (spread 0.02167 log units)
DG003761,E_VALUE_CONFLICT,2,2,SAE:12807,True,1,1,1,2,-1.17092,-1.08673,2,0.0841837,Am(III),2 distinct log D values under identical conditions (spread 0.08418 log units)
DG003815,E_VALUE_CONFLICT,2,2,SAE:12582,True,1,1,1,2,0.738693,0.739572,2,0.000878877,Gd(III),2 distinct log D values under identical conditions (spread 0.0008789 log units)
DG003846,E_VALUE_CONFLICT,2,2,SAE:13528,True,1,1,1,2,0.315436,0.318182,2,0.00274558,Dy(III),2 distinct log D values under identical conditions (spread 0.002746 log units)
DG003861,E_VALUE_CONFLICT,2,2,SAE:9553,True,1,1,1,2,1.99995,2.20841,2,0.208464,Eu(III),2 distinct log D values under identical conditions (spread 0.2085 log units)
DG003935,E_VALUE_CONFLICT,2,2,SAE:15518,True,1,1,1,2,2.54158,2.59988,2,0.0583038,Am(III),2 distinct log D values under identical conditions (spread 0.0583 log units)
DG003959,E_VALUE_CONFLICT,2,2,SAE:11749,True,1,1,1,2,-1.08659,-1.02607,2,0.0605214,Th(IV),2 distinct log D values under identical conditions (spread 0.06052 log units)
DG003965,E_VALUE_CONFLICT,2,2,SAE:11300,True,1,1,1,2,1.66087,1.97955,2,0.318683,Eu(III),2 distinct log D values under identical conditions (spread 0.3187 log units)
DG003989,E_VALUE_CONFLICT,2,2,SAE:11777,True,1,1,1,2,-0.509311,-0.486034,2,0.0232775,Th(IV),2 distinct log D values under identical conditions (spread 0.02328 log units)
DG004142,E_VALUE_CONFLICT,2,2,SAE:4199,True,1,1,1,2,2.21317,2.60156,2,0.388388,,2 distinct log D values under identical conditions (spread 0.3884 log units)
DG004151,E_VALUE_CONFLICT,2,2,SAE:3033,True,1,1,1,2,0.601586,0.993121,2,0.391535,U(VI),2 distinct log D values under identical conditions (spread 0.3915 log units)
DG004282,E_VALUE_CONFLICT,2,2,SAE:3019,True,1,1,1,2,0.415898,0.711468,2,0.29557,U(VI),2 distinct log D values under identical conditions (spread 0.2956 log units)
DG004422,E_VALUE_CONFLICT,2,2,SAE:11884,True,1,1,1,2,0.88785,1,2,0.11215,Th(IV),2 distinct log D values under identical conditions (spread 0.1121 log units)
DG004632,E_VALUE_CONFLICT,2,2,SAE:11601,True,1,1,1,2,-2.16201,-2.1108,2,0.0512104,Am(III),2 distinct log D values under identical conditions (spread 0.05121 log units)
DG004694,E_VALUE_CONFLICT,2,2,SAE:10745,True,1,1,1,2,2.46693,2.46854,2,0.00161421,Sm(III),2 distinct log D values under identical conditions (spread 0.001614 log units)
DG004702,E_VALUE_CONFLICT,2,2,SAE:6669,True,1,1,1,2,0.0320471,0.0326188,2,0.000571655,U(VI),2 distinct log D values under identical conditions (spread 0.0005717 log units)
DG004772,E_VALUE_CONFLICT,2,2,SAE:12580,True,1,1,1,2,0.60469,0.619093,2,0.0144032,Sm(III),2 distinct log D values under identical conditions (spread 0.0144 log units)
DG004785,E_VALUE_CONFLICT,2,2,SAE:14800,True,1,1,1,2,0.322219,0.348305,2,0.0260856,Am(III),2 distinct log D values under identical conditions (spread 0.02609 log units)
DG004799,E_VALUE_CONFLICT,2,2,SAE:16217,True,1,1,1,2,-0.124939,1.81291,2,1.93785,Gd(III),2 distinct log D values under identical conditions (spread 1.938 log units)
DG004856,E_VALUE_CONFLICT,2,2,SAE:7130,True,1,1,1,2,0.30103,0.40049,2,0.09946,Np(IV),2 distinct log D values under identical conditions (spread 0.09946 log units)
DG004881,E_VALUE_CONFLICT,2,2,SAE:13536,True,1,1,1,2,1.34669,1.35168,2,0.00499064,Pr(III),2 distinct log D values under identical conditions (spread 0.004991 log units)
DG004984,E_VALUE_CONFLICT,2,2,SAE:10741,True,1,1,1,2,1.85541,1.86972,2,0.0143124,Nd(III),2 distinct log D values under identical conditions (spread 0.01431 log units)
DG005070,E_VALUE_CONFLICT,2,2,SAE:12585,True,1,1,1,2,-0.165829,0.0863598,2,0.252189,La(III),2 distinct log D values under identical conditions (spread 0.2522 log units)
DG005111,E_VALUE_CONFLICT,2,2,SAE:16218,True,1,1,1,2,0,1.97772,2,1.97772,Dy(III),2 distinct log D values under identical conditions (spread 1.978 log units)
DG005153,E_VALUE_CONFLICT,2,2,SAE:14704,True,1,1,1,2,0.556303,0.630428,2,0.0741254,Am(III),2 distinct log D values under identical conditions (spread 0.07413 log units)
DG005318,E_VALUE_CONFLICT,2,2,SAE:14760,True,1,1,1,2,1.28425,1.58338,2,0.29913,Am(III),2 distinct log D values under identical conditions (spread 0.2991 log units)
DG005335,E_VALUE_CONFLICT,2,2,SAE:13526,True,1,1,1,2,0.455034,0.462121,2,0.00708766,Gd(III),2 distinct log D values under identical conditions (spread 0.007088 log units)
DG005361,E_VALUE_CONFLICT,2,2,SAE:12851,True,1,1,1,2,1.89209,1.90344,2,0.011346,Cm(III),2 distinct log D values under identical conditions (spread 0.01135 log units)
DG005371,E_VALUE_CONFLICT,2,2,SAE:8774,True,1,1,1,2,0.628746,0.659698,2,0.0309521,Th(IV),2 distinct log D values under identical conditions (spread 0.03095 log units)
DG005387,E_VALUE_CONFLICT,2,2,SAE:7132,True,1,1,1,2,1.00482,1.02119,2,0.0163742,U(VI),2 distinct log D values under identical conditions (spread 0.01637 log units)
DG005475,E_VALUE_CONFLICT,2,2,SAE:13545,True,1,1,1,2,1.16179,1.16913,2,0.00734015,Tm(III),2 distinct log D values under identical conditions (spread 0.00734 log units)
DG005531,E_VALUE_CONFLICT,2,2,SAE:15519,True,1,1,1,2,3.00775,3.01662,2,0.00886777,Eu(III),2 distinct log D values under identical conditions (spread 0.008868 log units)
DG005544,E_VALUE_CONFLICT,2,2,SAE:13911,True,1,1,1,2,-1.41176,-1.37675,2,0.035014,La(III),2 distinct log D values under identical conditions (spread 0.03501 log units)
DG005550,E_VALUE_CONFLICT,2,2,SAE:14762,True,1,1,1,2,0.656194,0.73183,2,0.0756364,Am(III),2 distinct log D values under identical conditions (spread 0.07564 log units)
DG005648,E_VALUE_CONFLICT,2,2,SAE:13541,True,1,1,1,2,0.865948,0.868456,2,0.00250876,Tb(III),2 distinct log D values under identical conditions (spread 0.002509 log units)
DG005693,E_VALUE_CONFLICT,2,2,SAE:6755,True,1,1,1,2,0.62994,0.638009,2,0.00806878,U(VI),2 distinct log D values under identical conditions (spread 0.008069 log units)
DG005710,E_VALUE_CONFLICT,2,2,SAE:11879,True,1,1,1,2,0.303738,0.46729,2,0.163551,Th(IV),2 distinct log D values under identical conditions (spread 0.1636 log units)
DG005735,E_VALUE_CONFLICT,2,2,SAE:12589,True,1,1,1,2,1.83166,1.8515,2,0.0198447,Sm(III),2 distinct log D values under identical conditions (spread 0.01984 log units)
DG005809,E_VALUE_CONFLICT,2,2,SAE:12817,True,1,1,1,2,1.85969,1.89031,2,0.0306122,Cm(III),2 distinct log D values under identical conditions (spread 0.03061 log units)
DG005820,E_VALUE_CONFLICT,2,2,SAE:3026,True,1,1,1,2,0.816642,1.56835,2,0.751707,Pu(IV),2 distinct log D values under identical conditions (spread 0.7517 log units)
DG005958,E_VALUE_CONFLICT,2,2,SAE:12799,True,1,1,1,2,1.14031,1.17092,2,0.0306122,Pu(VI),2 distinct log D values under identical conditions (spread 0.03061 log units)
DG006067,E_VALUE_CONFLICT,2,2,SAE:11589,True,1,1,1,2,-0.960894,-0.858473,2,0.102421,Am(III),2 distinct log D values under identical conditions (spread 0.1024 log units)
DG006070,E_VALUE_CONFLICT,2,2,SAE:13531,True,1,1,1,2,0.095302,0.0984848,2,0.00318284,Tm(III),2 distinct log D values under identical conditions (spread 0.003183 log units)
DG006157,E_VALUE_CONFLICT,2,2,SAE:12569,True,1,1,1,2,-0.840034,-0.309804,2,0.53023,Pr(III),2 distinct log D values under identical conditions (spread 0.5302 log units)
DG006354,E_VALUE_CONFLICT,2,2,SAE:12031,True,1,1,1,2,-0.268212,-0.235099,2,0.0331126,Np(V),2 distinct log D values under identical conditions (spread 0.03311 log units)
DG006368,E_VALUE_CONFLICT,2,2,SAE:13988,True,1,1,1,2,0.610725,0.616043,2,0.005318,Pr(III),2 distinct log D values under identical conditions (spread 0.005318 log units)
DG006388,E_VALUE_CONFLICT,2,2,SAE:16225,True,1,2,1,2,-0.39794,0.0413927,2,0.439333,La(III),2 distinct log D values under identical conditions (spread 0.4393 log units)
DG006403,E_VALUE_CONFLICT,2,2,SAE:16208,True,1,1,1,2,-0.0222764,1.95424,2,1.97652,Tb(III),2 distinct log D values under identical conditions (spread 1.977 log units)
DG006427,E_VALUE_CONFLICT,2,2,SAE:14756,True,1,1,1,2,1.40137,1.79325,2,0.391886,Am(III),2 distinct log D values under identical conditions (spread 0.3919 log units)
DG006448,E_VALUE_CONFLICT,2,2,SAE:14796,True,1,1,1,2,-0.958607,-0.917215,2,0.0413927,Am(III),2 distinct log D values under identical conditions (spread 0.04139 log units)
DG006479,E_VALUE_CONFLICT,2,2,SAE:14701,True,1,1,1,2,-2.18046,-2.14874,2,0.0317144,Eu(III),2 distinct log D values under identical conditions (spread 0.03171 log units)
DG006535,E_VALUE_CONFLICT,2,2,SAE:7149,True,1,1,1,2,-2.16212,-2.15168,2,0.0104392,Pu(III),2 distinct log D values under identical conditions (spread 0.01044 log units)
DG006653,E_VALUE_CONFLICT,2,2,SAE:13534,True,1,1,1,2,1.32203,1.33557,2,0.0135366,La(III),2 distinct log D values under identical conditions (spread 0.01354 log units)
DG006746,E_VALUE_CONFLICT,2,2,SAE:12814,True,1,1,1,2,-1.46939,-1.44643,2,0.0229592,Cm(III),2 distinct log D values under identical conditions (spread 0.02296 log units)
DG006890,E_VALUE_CONFLICT,2,2,SAE:11839,True,1,1,1,2,1.57397,1.60206,2,0.0280899,Th(IV),2 distinct log D values under identical conditions (spread 0.02809 log units)
DG006924,E_VALUE_CONFLICT,2,2,SAE:12761,True,1,1,1,2,-0.841463,-0.719512,2,0.121951,Th(IV),2 distinct log D values under identical conditions (spread 0.122 log units)
DG007053,E_VALUE_CONFLICT,2,2,SAE:10316,True,1,1,1,2,2.59106,2.5977,2,0.00663058,Eu(III),2 distinct log D values under identical conditions (spread 0.006631 log units)
DG007180,E_VALUE_CONFLICT,2,2,SAE:10760,True,1,1,1,2,2.6532,2.65321,2,9.8994e-06,Ho(III),2 distinct log D values under identical conditions (spread 9.899e-06 log units)
DG007204,E_VALUE_CONFLICT,2,2,SAE:7164,True,1,1,1,2,-1.16373,-1.13941,2,0.0243257,Pu(III),2 distinct log D values under identical conditions (spread 0.02433 log units)
DG007306,E_VALUE_CONFLICT,2,2,SAE:9328,True,1,1,1,2,0.546429,0.548855,2,0.00242639,Dy(III),2 distinct log D values under identical conditions (spread 0.002426 log units)
DG007372,E_VALUE_CONFLICT,2,2,SAE:9665,True,1,1,1,2,0.405507,0.425872,2,0.0203649,Am(III),2 distinct log D values under identical conditions (spread 0.02036 log units)
DG007384,E_VALUE_CONFLICT,2,2,SAE:12765,True,1,1,1,2,2.07317,2.2561,2,0.182927,Th(IV),2 distinct log D values under identical conditions (spread 0.1829 log units)
DG007531,E_VALUE_CONFLICT,2,2,SAE:13525,True,1,1,1,2,0.719697,0.72349,2,0.00379296,Eu(III),2 distinct log D values under identical conditions (spread 0.003793 log units)
DG007709,E_VALUE_CONFLICT,2,2,SAE:6692,True,1,1,1,2,-0.0966667,0.0247562,2,0.121423,Pu(VI),2 distinct log D values under identical conditions (spread 0.1214 log units)
DG007735,E_VALUE_CONFLICT,2,2,SAE:3027,True,1,1,1,2,0.654265,1.35703,2,0.702769,Pu(IV),2 distinct log D values under identical conditions (spread 0.7028 log units)
DG007802,E_VALUE_CONFLICT,2,2,SAE:12029,True,1,1,1,2,-0.57947,-0.543046,2,0.0364238,Np(V),2 distinct log D values under identical conditions (spread 0.03642 log units)
DG007949,E_VALUE_CONFLICT,2,2,SAE:14814,True,1,1,1,2,0.0863598,0.146128,2,0.0597682,Am(III),2 distinct log D values under identical conditions (spread 0.05977 log units)
DG008038,E_VALUE_CONFLICT,2,2,SAE:14736,True,1,1,1,2,1.26221,1.94606,2,0.683845,Am(III),2 distinct log D values under identical conditions (spread 0.6838 log units)
DG008040,E_VALUE_CONFLICT,2,2,SAE:3029,True,1,1,1,2,0.166937,0.367126,2,0.200189,Pu(IV),2 distinct log D values under identical conditions (spread 0.2002 log units)
DG008096,E_VALUE_CONFLICT,2,2,SAE:3020,True,1,1,1,2,1.01711,1.72492,2,0.707816,Pu(IV),2 distinct log D values under identical conditions (spread 0.7078 log units)
DG008259,E_VALUE_CONFLICT,2,2,SAE:15612,True,1,1,1,2,-0.545155,-0.206908,2,0.338247,Am(III),2 distinct log D values under identical conditions (spread 0.3382 log units)
DG008311,E_VALUE_CONFLICT,2,2,SAE:13532,True,1,1,1,2,0.052349,0.0530303,2,0.00068131,Yb(III),2 distinct log D values under identical conditions (spread 0.0006813 log units)
DG008321,E_VALUE_CONFLICT,2,2,SAE:6667,True,1,1,1,2,-0.69897,-0.693216,2,0.00575396,U(VI),2 distinct log D values under identical conditions (spread 0.005754 log units)
DG008329,E_VALUE_CONFLICT,2,2,SAE:10756,True,1,1,1,2,2.10261,2.13412,2,0.0315143,Dy(III),2 distinct log D values under identical conditions (spread 0.03151 log units)
DG008513,E_VALUE_CONFLICT,2,2,SAE:12568,True,1,1,1,2,-1.12898,-0.420216,2,0.708762,Ce(III),2 distinct log D values under identical conditions (spread 0.7088 log units)
DG008528,E_VALUE_CONFLICT,2,2,SAE:13522,True,1,1,1,2,1.1906,1.19697,2,0.00636567,Pr(III),2 distinct log D values under identical conditions (spread 0.006366 log units)
DG008672,E_VALUE_CONFLICT,2,2,SAE:3850,True,1,2,1,2,-0.524329,-0.522879,2,0.00145007,,2 distinct log D values under identical conditions (spread 0.00145 log units)
DG008722,E_VALUE_CONFLICT,2,2,SAE:13917,True,1,1,1,2,1.64194,1.67578,2,0.0338346,Gd(III),2 distinct log D values under identical conditions (spread 0.03383 log units)
DG008728,E_VALUE_CONFLICT,2,2,SAE:11299,True,1,1,1,2,1.14301,1.46687,2,0.323853,Am(III),2 distinct log D values under identical conditions (spread 0.3239 log units)
DG008992,E_VALUE_CONFLICT,2,2,SAE:11509,True,1,1,1,2,1.59106,1.60206,2,0.0109954,Eu(III),2 distinct log D values under identical conditions (spread 0.011 log units)
DG009048,E_VALUE_CONFLICT,2,2,SAE:3484,True,1,1,1,2,1.75467,1.762,2,0.00733281,,2 distinct log D values under identical conditions (spread 0.007333 log units)
DG009064,E_VALUE_CONFLICT,2,2,SAE:9347,True,1,1,1,2,-0.0191163,1.33929,2,1.3584,Dy(III),2 distinct log D values under identical conditions (spread 1.358 log units)
